28.2 , -96.8
30.1 , -85.7
41.1 , -71.7
30.2 , -88.6
28.0 , -82.8
29.9 , -84.4
26.2 , -97.0
31.7 , -81.1
28.9 , -95.3
29.2 , -89.5
29.2 , -91.1
34.8 , -76.4
30.2 , -85.9
33.9 , -78.0
25.8 , -97.0
27.6 , -82.7
40.9 , -72.2
41.4 , -72.0
30.3 , -88.1
26.4 , -80.1
27.7 , -82.8
29.2 , -90.0
29.3 , -89.6
29.5 , -91.4
34.5 , -77.4
35.3 , -75.3
26.0 , -81.8
34.7 , -77.6
41.0 , -72.3
41.2 , -72.0
34.6 , -77.1
29.3 , -94.8
26.0 , -97.5
29.8 , -93.4
29.7 , -92.0
24.6 , -81.7
25.4 , -81.1
28.5 , -96.5
32.9 , -79.7
29.2 , -91.0
29.6 , -83.4
29.9 , -85.4
28.1 , -96.8
29.2 , -90.0
41.0 , -71.9
41.4 , -71.7
41.3 , -70.5
41.7 , -70.4
43.7 , -70.1
24.7 , -82.8
26.0 , -81.8
29.1 , -95.1
29.2 , -95.0
27.1 , -80.2
31.2 , -81.4
27.1 , -80.3
29.2 , -83.0
30.0 , -83.9
29.1 , -89.1
30.2 , -89.0
27.9 , -82.7
34.4 , -77.7
30.8 , -81.4
29.9 , -84.4
27.8 , -82.8
26.5 , -82.2
28.5 , -96.2
29.1 , -82.9
32.8 , -80.0
27.7 , -97.2
30.1 , -85.7
34.4 , -77.6
25.8 , -81.4
29.2 , -91.0
30.4 , -86.6
30.0 , -85.5
29.3 , -83.2
26.0 , -81.8
24.7 , -80.9
25.2 , -81.0
28.6 , -82.6
32.5 , -80.4
29.9 , -85.4
34.8 , -77.1
34.5 , -76.8
41.4 , -70.8
29.6 , -94.4
29.5 , -91.4
29.0 , -89.2
30.4 , -86.6
29.0 , -82.7
28.7 , -95.7
25.8 , -97.0
28.2 , -80.6
29.7 , -84.8
29.8 , -83.6
34.7 , -77.1
28.7 , -83.0
41.3 , -70.0
44.0 , -68.8
30.2 , -88.3
28.0 , -96.9
31.7 , -81.1
33.9 , -78.1
30.4 , -86.8
29.8 , -93.7
34.7 , -77.0
40.7 , -72.8
29.5 , -83.3
33.9 , -78.5
31.6 , -81.2
32.6 , -80.1
30.1 , -85.7
29.0 , -89.4
30.0 , -85.6
29.6 , -89.0
29.4 , -83.2
29.6 , -94.2
30.1 , -84.0
29.7 , -85.2
28.8 , -82.7
28.1 , -96.8
29.8 , -93.5
30.2 , -88.7
30.4 , -86.6
26.1 , -97.2
28.1 , -82.8
28.7 , -95.7
28.8 , -95.6
25.8 , -80.1
29.1 , -90.7
26.7 , -80.1
41.6 , -69.9
29.2 , -83.1
33.9 , -78.1
29.1 , -82.9
29.1 , -89.8
30.3 , -88.7
24.7 , -81.1
25.2 , -80.9
29.1 , -90.9
28.8 , -95.5
25.4 , -80.2
25.2 , -81.3
25.7 , -81.3
29.0 , -90.6
27.6 , -82.8
29.9 , -83.7
40.7 , -73.9
31.7 , -81.1
29.2 , -91.1
33.0 , -79.5
29.3 , -89.8
30.3 , -88.9
35.2 , -75.6
38.1 , -75.6
30.3 , -87.6
24.7 , -82.0
26.5 , -82.0
32.3 , -80.7
34.7 , -76.7
30.2 , -85.5
40.7 , -72.9
29.3 , -89.6
30.2 , -88.8
29.3 , -94.8
25.7 , -81.3
30.4 , -86.5
41.2 , -70.6
29.2 , -83.1
26.4 , -82.0
24.4 , -81.9
29.7 , -93.8
26.7 , -82.3
35.2 , -75.7
40.8 , -72.7
41.3 , -72.2
35.2 , -75.5
36.1 , -75.8
27.1 , -80.1
29.7 , -84.8
32.1 , -80.8
29.6 , -92.8
29.4 , -94.7
30.9 , -81.4
29.1 , -95.1
24.9 , -80.6
29.7 , -84.7
35.2 , -75.8
27.9 , -82.8
33.6 , -79.0
29.1 , -95.1
29.1 , -89.5
30.3 , -88.8
29.5 , -83.3
29.9 , -84.6
28.6 , -96.0
36.0 , -75.8
34.0 , -77.9
26.3 , -80.1
29.3 , -89.6
30.4 , -88.8
30.4 , -86.6
29.9 , -84.6
29.8 , -83.7
27.7 , -97.2
30.3 , -87.3
26.1 , -80.1
30.1 , -85.6
39.1 , -74.7
33.1 , -79.2
25.3 , -80.3
25.5 , -81.2
30.3 , -86.7
29.6 , -92.6
29.5 , -91.4
30.1 , -85.6
24.7 , -81.1
25.2 , -80.7
33.3 , -79.2
30.2 , -88.6
24.7 , -81.1
25.3 , -80.7
30.0 , -81.4
30.3 , -85.9
30.4 , -88.9
30.1 , -85.7
35.2 , -75.6
41.3 , -72.0
34.6 , -77.1
29.5 , -91.9
34.6 , -76.6
26.1 , -97.2
26.0 , -80.1
30.1 , -84.1
28.9 , -95.3
26.4 , -80.1
29.5 , -91.3
24.7 , -81.0
26.9 , -97.4
26.5 , -82.0
30.3 , -87.5
32.2 , -80.7
29.6 , -91.6
31.3 , -81.3
30.3 , -88.4
27.1 , -97.4
27.1 , -97.4
34.7 , -76.6
33.1 , -79.4
30.6 , -81.4
28.7 , -80.8
29.2 , -95.1
30.0 , -85.4
29.0 , -90.3
25.1 , -81.0
30.4 , -88.4
41.4 , -71.2
32.9 , -79.5
27.0 , -97.4
25.6 , -80.3
33.9 , -78.3
31.5 , -81.4
30.4 , -87.4
30.4 , -86.6
29.8 , -93.2
34.8 , -76.8
30.4 , -87.0
24.6 , -82.9
27.2 , -97.3
31.2 , -81.3
29.1 , -90.8
33.7 , -78.2
28.9 , -82.9
28.5 , -95.9
28.1 , -82.8
29.1 , -90.1
29.2 , -91.0
41.3 , -70.6
30.3 , -89.0
29.7 , -85.3
30.0 , -84.0
25.8 , -81.8
26.3 , -81.9
29.0 , -80.8
29.2 , -90.9
25.6 , -80.3
30.3 , -87.5
32.5 , -80.4
27.3 , -80.2
30.0 , -84.3
24.7 , -81.4
29.9 , -84.7
26.7 , -80.0
32.5 , -80.3
28.3 , -96.4
25.0 , -80.5
30.2 , -85.7
27.5 , -82.7
26.6 , -97.3
29.2 , -91.0
29.0 , -95.2
25.3 , -80.3
30.2 , -88.1
30.0 , -83.9
29.6 , -91.9
28.6 , -96.0
27.1 , -80.1
35.8 , -75.6
36.1 , -75.8
26.1 , -97.2
26.9 , -80.1
29.2 , -82.9
29.7 , -91.7
28.1 , -96.8
35.0 , -76.2
40.7 , -73.0
41.2 , -73.0
30.3 , -87.4
24.8 , -80.8
29.6 , -83.4
25.9 , -80.1
25.9 , -81.7
27.9 , -97.0
29.1 , -90.2
25.3 , -80.3
30.4 , -86.6
28.9 , -80.8
28.1 , -82.8
29.1 , -80.9
29.1 , -89.3
29.7 , -85.4
29.5 , -92.0
29.8 , -92.0
29.8 , -93.4
40.7 , -72.9
41.3 , -72.9
29.3 , -94.8
30.3 , -87.6
27.2 , -80.2
30.4 , -86.4
29.1 , -90.2
29.7 , -94.1
32.1 , -80.8
29.8 , -93.4
28.8 , -95.6
25.5 , -80.2
25.5 , -80.3
29.9 , -84.6
29.0 , -83.0
29.5 , -94.6
28.3 , -96.6
29.5 , -94.6
37.7 , -75.7
33.9 , -78.1
29.3 , -89.4
30.3 , -88.3
40.9 , -72.2
41.4 , -71.6
24.6 , -82.9
27.2 , -82.5
28.6 , -82.7
34.7 , -76.6
28.2 , -96.7
26.5 , -82.1
25.3 , -80.3
25.4 , -80.4
32.1 , -80.9
33.9 , -78.2
22.1 , -97.8
25.0 , -78.2
25.9 , -77.3
22.2 , -83.9
27.5 , -82.6
23.4 , -75.8
24.6 , -77.8
26.6 , -80.1
25.6 , -97.3
19.9 , -87.5
21.7 , -97.5
29.1 , -90.3
29.2 , -94.9
26.7 , -77.1
26.1 , -80.1
29.6 , -89.5
30.3 , -88.2
21.6 , -82.6
22.5 , -83.1
28.9 , -82.7
30.8 , -81.5
22.2 , -83.6
25.4 , -81.2
31.8 , -80.9
30.3 , -87.3
13.8 , -60.9
29.1 , -90.5
22.3 , -82.1
22.7 , -82.0
24.6 , -81.6
25.8 , -81.3
22.4 , -83.2
24.7 , -81.2
25.1 , -80.9
32.3 , -64.9
26.6 , -80.0
13.9 , -61.0
29.3 , -90.6
34.3 , -77.8
19.5 , -96.3
18.4 , -70.0
28.8 , -95.6
15.6 , -84.1
44.6 , -63.7
16.8 , -62.2
30.2 , -88.0
30.7 , -87.9
21.5 , -82.6
22.7 , -82.3
29.1 , -82.8
28.5 , -82.7
18.9 , -95.9
20.9 , -78.3
25.7 , -80.2
29.7 , -83.4
27.0 , -77.9
17.9 , -76.9
20.3 , -87.0
20.4 , -87.3
22.3 , -97.8
21.6 , -97.4
26.7 , -82.3
32.3 , -80.6
33.7 , -78.7
22.0 , -80.9
24.4 , -78.3
24.7 , -76.2
24.5 , -75.6
15.4 , -83.9
21.9 , -84.3
30.3 , -85.9
35.0 , -76.1
35.4 , -76.1
36.1 , -75.9
44.2 , -66.4
45.3 , -65.8
32.3 , -64.8
29.0 , -82.8
30.3 , -86.2
26.7 , -82.2
26.7 , -82.1
25.0 , -97.6
29.7 , -92.8
40.9 , -72.2
41.3 , -72.0
41.4 , -70.5
41.7 , -70.3
41.9 , -70.1
20.4 , -96.8
16.7 , -88.4
12.2 , -61.6
18.3 , -74.2
19.6 , -73.4
21.0 , -73.1
33.9 , -78.6
29.7 , -89.4
34.7 , -76.7
34.0 , -77.9
30.0 , -89.2
23.1 , -97.8
34.7 , -76.7
20.2 , -74.2
19.3 , -81.2
19.7 , -87.7
22.3 , -97.9
12.6 , -61.4
17.4 , -83.9
18.4 , -87.8
19.8 , -96.4
18.0 , -71.7
18.0 , -63.0
29.1 , -90.7
21.7 , -97.5
20.9 , -97.3
29.1 , -89.4
30.4 , -86.4
25.2 , -80.6
30.1 , -84.2
29.8 , -93.7
29.7 , -93.9
30.3 , -86.1
29.2 , -90.9
24.9 , -97.6
18.2 , -73.4
20.0 , -76.2
21.8 , -82.7
22.1 , -84.0
27.5 , -97.2
18.0 , -71.2
24.5 , -97.7
22.0 , -80.3
24.2 , -78.0
25.1 , -77.1
25.5 , -76.8
29.6 , -91.6
28.0 , -82.8
33.0 , -79.6
41.7 , -70.7
29.1 , -95.2
15.3 , -61.3
32.5 , -80.4
30.3 , -87.6
26.7 , -82.3
26.9 , -97.4
13.9 , -60.9
16.3 , -86.6
16.5 , -88.4
29.7 , -83.5
33.9 , -78.2
17.7 , -61.8
18.1 , -63.0
22.2 , -74.3
22.4 , -75.8
24.8 , -80.9
25.9 , -81.6
34.6 , -77.3
40.7 , -72.9
41.3 , -72.4
30.4 , -89.0
21.1 , -73.1
21.9 , -84.3
30.3 , -89.4
29.1 , -95.1
27.9 , -80.6
25.4 , -97.4
33.9 , -78.0
32.2 , -80.5
29.6 , -92.7
30.4 , -89.2
35.2 , -75.6
40.6 , -73.3
40.8 , -72.5
41.3 , -71.8
30.6 , -81.4
29.5 , -91.4
30.0 , -85.4
29.6 , -94.2
34.7 , -76.5
29.5 , -94.5
18.3 , -71.0
32.3 , -64.7
25.1 , -80.5
32.0 , -80.9
20.7 , -97.3
29.1 , -89.3
17.8 , -76.8
20.7 , -87.0
24.2 , -97.8
12.1 , -61.8
12.0 , -71.2
11.9 , -83.7
21.2 , -86.8
27.3 , -82.6
28.7 , -95.7
29.6 , -94.4
46.9 , -55.9
16.3 , -61.3
17.7 , -64.8
18.2 , -65.5
18.3 , -65.6
32.8 , -79.8
29.2 , -95.0
19.1 , -87.6
20.9 , -97.0
41.2 , -71.6
41.4 , -71.4
44.1 , -69.1
37.7 , -25.9
21.5 , -82.8
22.4 , -81.8
44.6 , -63.5
25.4 , -76.6
25.4 , -77.8
25.5 , -80.2
25.5 , -80.3
29.6 , -91.5
37.8 , -75.5
27.1 , -97.4
10.8 , -60.8
10.8 , -61.8
11.0 , -68.3
11.1 , -83.8
14.5 , -60.9
18.3 , -71.0
11.8 , -83.8
17.3 , -88.1
21.2 , -97.5
30.4 , -86.5
33.2 , -79.2
30.0 , -85.6
22.4 , -98.0
14.0 , -61.0
16.6 , -88.4
14.0 , -83.4
17.9 , -76.8
20.0 , -74.9
24.6 , -81.7
26.5 , -81.9
28.5 , -80.6
29.9 , -84.4
30.1 , -84.2
45.3 , -61.0
45.6 , -60.8
29.2 , -95.3
27.7 , -80.3
30.3 , -87.2
21.5 , -97.4
23.7 , -97.8
17.0 , -61.9
17.7 , -62.0
27.0 , -80.2
17.5 , -61.7
15.5 , -61.3
30.3 , -87.1
20.0 , -87.6
34.7 , -76.4
34.3 , -77.8
12.2 , -83.9
19.1 , -87.7
21.6 , -97.7
33.9 , -78.0
18.0 , -66.9
44.8 , -62.5
30.0 , -83.9
16.0 , -88.1
22.3 , -82.0
29.3 , -89.7
30.2 , -88.1
30.4 , -87.9
34.4 , -77.7
27.8 , -97.1
30.1 , -85.7
28.2 , -96.9
17.0 , -61.7
17.2 , -62.6
18.1 , -65.8
18.2 , -68.7
20.1 , -74.5
24.5 , -81.8
30.4 , -88.9
29.1 , -90.9
15.9 , -85.7
20.1 , -90.5
26.2 , -81.9
20.5 , -97.0
26.9 , -97.4
26.6 , -76.8
34.8 , -76.5
23.2 , -97.7
25.4 , -76.3
26.3 , -77.1
33.8 , -78.0
25.9 , -81.7
21.3 , -82.9
22.7 , -82.5
24.6 , -81.6
25.3 , -81.1
17.1 , -61.7
18.4 , -64.6
13.8 , -83.4
17.4 , -64.8
18.0 , -63.3
18.1 , -63.1
18.0 , -62.9
17.3 , -61.8
17.5 , -61.7
17.9 , -62.8
18.5 , -64.4
29.9 , -93.9
29.3 , -83.2
30.5 , -86.6
17.9 , -88.0
17.9 , -88.2
22.6 , -97.9
28.9 , -95.3
29.6 , -91.6
30.4 , -86.3
18.1 , -87.8
27.1 , -82.6
13.9 , -83.5
16.3 , -88.4
44.2 , -64.8
21.5 , -81.8
22.1 , -81.2
24.3 , -78.0
25.4 , -76.4
29.4 , -89.3
27.3 , -97.4
29.4 , -81.1
28.5 , -96.3
45.6 , -60.4
47.6 , -58.6
29.1 , -89.1
30.4 , -88.4
22.0 , -84.1
21.3 , -89.3
29.1 , -90.3
33.0 , -79.5
33.9 , -78.4
19.7 , -79.8
21.3 , -83.0
22.1 , -84.0
29.5 , -92.2
22.0 , -80.7
29.3 , -91.0
20.8 , -86.9
28.3 , -96.2
31.5 , -81.3
25.3 , -97.4
29.4 , -95.1
27.9 , -82.8
34.9 , -76.2
44.4 , -63.8
18.4 , -93.5
17.8 , -71.5
29.6 , -85.1
22.7 , -82.6
26.6 , -82.2
26.9 , -82.1
33.0 , -79.4
33.8 , -78.7
24.0 , -74.5
24.6 , -75.6
25.1 , -76.1
26.6 , -78.2
27.2 , -80.2
30.1 , -84.0
33.0 , -79.6
41.5 , -70.9
30.2 , -87.9
29.8 , -93.6
16.2 , -61.3
18.0 , -66.0
18.6 , -68.3
26.7 , -77.3
27.2 , -80.2
29.2 , -91.0
21.8 , -84.5
30.3 , -87.5
20.8 , -97.3
19.0 , -87.6
29.2 , -90.1
30.2 , -89.5
12.1 , -61.6
19.9 , -77.6
22.1 , -80.7
30.4 , -87.1
12.0 , -61.8
20.3 , -87.4
24.8 , -97.6
21.8 , -97.6
19.7 , -96.4
26.0 , -80.1
29.3 , -89.6
30.2 , -89.6
26.6 , -78.3
29.7 , -93.7
19.6 , -87.5
18.6 , -94.9
30.4 , -81.4
37.2 , -7.1
20.6 , -86.8
20.8 , -86.9
25.9 , -81.7
18.3 , -71.3
12.9 , -83.5
29.9 , -83.7
41.3 , -70.1
19.9 , -75.5
24.9 , -80.6
25.2 , -80.7
33.9 , -78.1
27.5 , -82.7
18.7 , -87.7
20.5 , -97.0
28.0 , -96.9
12.1 , -61.7
14.3 , -83.2
34.8 , -76.4
29.6 , -94.3
30.4 , -86.7
20.5 , -97.0
18.1 , -72.5
21.1 , -75.8
24.1 , -77.9
25.0 , -77.4
18.4 , -66.5
18.5 , -68.4
17.9 , -88.2
20.8 , -87.0
26.4 , -97.2
26.4 , -97.4
29.6 , -94.2
18.5 , -68.4
18.8 , -72.8
19.9 , -77.4
22.1 , -80.8
24.5 , -81.8
25.9 , -81.6
29.3 , -81.1
29.8 , -84.7
18.1 , -72.8
18.0 , -76.2
17.9 , -77.2
21.6 , -82.5
22.4 , -83.1
29.2 , -90.7
21.8 , -72.3
21.7 , -71.8
33.8 , -78.7
21.0 , -73.2
21.1 , -75.7
22.6 , -82.9
29.3 , -94.7
43.8 , -66.2
19.9 , -96.5
15.8 , -84.5
20.7 , -78.0
46.9 , -56.0
30.4 , -86.5
16.3 , -61.3
12.9 , -83.6
17.5 , -88.2
24.2 , -97.7
26.1 , -97.1
23.0 , -75.7
23.7 , -77.5
25.4 , -80.2
44.3 , -64.5
46.0 , -62.7
25.3 , -97.4
46.6 , -53.2
18.5 , -87.8
19.3 , -96.2
14.7 , -83.3
16.5 , -88.4
15.0 , -83.2
22.7 , -83.9
17.2 , -88.3
13.0 , -59.5
13.4 , -61.2
21.7 , -71.6
21.6 , -97.4
27.3 , -97.4
17.0 , -88.3
18.7 , -95.2
17.8 , -64.6
18.1 , -65.8
22.4 , -74.0
23.5 , -75.1
24.7 , -76.2
26.5 , -77.2
34.7 , -76.6
39.4 , -74.4
40.6 , -74.0
29.6 , -92.1
47.0 , -53.5
20.5 , -97.0
20.5 , -87.2
30.2 , -81.4
29.3 , -83.2
18.7 , -87.2
18.8 , -87.7
18.3 , -94.6
21.9 , -97.7
37.0 , -25.1
18.3 , -72.7
20.1 , -74.5
28.9 , -89.4
29.2 , -90.2
17.9 , -76.6
20.0 , -76.0
39.4 , -74.4
29.5 , -83.4
16.5 , -88.4
19.6 , -96.4
19.5 , -96.3
22.3 , -97.9
23.7 , -97.7
34.7 , -76.6
35.8 , -75.5
21.8 , -71.9
22.0 , -97.7
32.3 , -64.7
17.1 , -61.8
18.1 , -63.0
18.2 , -63.1
32.3 , -64.8
14.9 , -83.3
33.8 , -78.8
28.2 , -96.7
23.1 , -73.7
23.6 , -74.8
24.1 , -74.5
